sample,event,trap,sample_number,date_begin,date_end,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],sample_1998_2000,trap_2008_2011
K13T3-150601,Uganda2014,K13T3,150601,20.05.2015,01.06.2015,GX.1998,GX.1990,GX.1972,,K13T3/150601,K13T3
K13T3-150615,Uganda2014,K13T3,150615,01.06.2015,15.06.2015,GX.1998,GX.1990,GX.1972,,K13T3/150615,K13T3
K13T3-150629,Uganda2014,K13T3,150629,15.06.2015,29.06.2015,GX.1998,GX.1990,GX.1972,,K13T3/150629,K13T3
K13T3-150713,Uganda2014,K13T3,150713,29.06.2015,13.07.2015,GX.1998,GX.1990,GX.1972,,K13T3/150713,K13T3
K13T3-150727,Uganda2014,K13T3,150727,13.07.2015,27.07.2015,GX.1998,GX.1990,GX.1972,,K13T3/150727,K13T3
K13T3-150810,Uganda2014,K13T3,150810,27.07.2015,10.08.2015,GX.1998,GX.1990,GX.1972,,K13T3/150810,K13T3
K13T3-150827,Uganda2014,K13T3,150827,10.08.2015,27.08.2015,GX.1998,GX.1990,GX.1972,,K13T3/150827,K13T3
K13T3-150907,Uganda2014,K13T3,150907,27.08.2015,07.09.2015,GX.1998,GX.1990,GX.1972,,K13T3/150907,K13T3
K15T1-140909,Uganda2014,K15T1,140909,08.09.2014,09.09.2014,GX.1998,GX.1989,GX.1966,,K15T1/140909,K15T1
K15T1-140923,Uganda2014,K15T1,140923,09.09.2014,23.09.2014,GX.1998,GX.1989,GX.1966,,K15T1/140923,K15T1
K15T1-141007,Uganda2014,K15T1,141007,23.09.2014,07.10.2014,GX.1998,GX.1989,GX.1966,,K15T1/141007,K15T1
K15T1-141020,Uganda2014,K15T1,141020,07.10.2014,20.10.2014,GX.1998,GX.1989,GX.1966,,K15T1/141020,K15T1
K15T1-141103,Uganda2014,K15T1,141103,20.10.2014,03.11.2014,GX.1998,GX.1989,GX.1966,,K15T1/141103,K15T1
K15T1-141117,Uganda2014,K15T1,141117,03.11.2014,17.11.2014,GX.1998,GX.1989,GX.1966,,K15T1/141117,K15T1
K15T1-141201,Uganda2014,K15T1,141201,17.11.2014,01.12.2014,GX.1998,GX.1989,GX.1966,,K15T1/141201,K15T1
K15T1-141215,Uganda2014,K15T1,141215,01.12.2014,15.12.2014,GX.1998,GX.1989,GX.1966,,K15T1/141215,K15T1
K15T1-141228,Uganda2014,K15T1,141228,15.12.2014,28.12.2014,GX.1998,GX.1989,GX.1966,,K15T1/141228,K15T1
K15T1-150112,Uganda2014,K15T1,150112,28.12.2014,12.01.2015,GX.1998,GX.1989,GX.1966,,K15T1/150112,K15T1
K15T1-150126,Uganda2014,K15T1,150126,12.01.2015,26.01.2015,GX.1998,GX.1989,GX.1966,,K15T1/150126,K15T1
K15T1-150209,Uganda2014,K15T1,150209,26.01.2015,09.02.2015,GX.1998,GX.1989,GX.1966,,K15T1/150209,K15T1
K15T1-150223,Uganda2014,K15T1,150223,09.02.2015,23.02.2015,GX.1998,GX.1989,GX.1966,,K15T1/150223,K15T1
K15T1-150309,Uganda2014,K15T1,150309,23.02.2015,09.03.2015,GX.1998,GX.1989,GX.1966,,K15T1/150309,K15T1
K15T1-150323,Uganda2014,K15T1,150323,09.03.2015,23.03.2015,GX.1998,GX.1989,GX.1966,,K15T1/150323,K15T1
K15T1-150406,Uganda2014,K15T1,150406,23.03.2015,06.04.2015,GX.1998,GX.1989,GX.1966,,K15T1/150406,K15T1
K15T1-150420,Uganda2014,K15T1,150420,06.04.2015,20.04.2015,GX.1998,GX.1989,GX.1966,,K15T1/150420,K15T1
K15T1-150504,Uganda2014,K15T1,150504,20.04.2015,04.05.2015,GX.1998,GX.1989,GX.1966,,K15T1/150504,K15T1
K15T1-150518,Uganda2014,K15T1,150518,04.05.2015,20.05.2015,GX.1998,GX.1989,GX.1966,,K15T1/150518,K15T1
K15T1-150601,Uganda2014,K15T1,150601,20.05.2015,01.06.2015,GX.1998,GX.1989,GX.1966,,K15T1/150601,K15T1
K15T1-150615,Uganda2014,K15T1,150615,01.06.2015,15.06.2015,GX.1998,GX.1989,GX.1966,,K15T1/150615,K15T1
K15T1-150629,Uganda2014,K15T1,150629,15.06.2015,29.06.2015,GX.1998,GX.1989,GX.1966,,K15T1/150629,K15T1
K15T1-150713,Uganda2014,K15T1,150713,29.06.2015,13.07.2015,GX.1998,GX.1989,GX.1966,,K15T1/150713,K15T1
K15T1-150727,Uganda2014,K15T1,150727,13.07.2015,27.07.2015,GX.1998,GX.1989,GX.1966,,K15T1/150727,K15T1
K15T1-150810,Uganda2014,K15T1,150810,27.07.2015,10.08.2015,GX.1998,GX.1989,GX.1966,,K15T1/150810,K15T1
K15T1-150827,Uganda2014,K15T1,150827,10.08.2015,27.08.2015,GX.1998,GX.1989,GX.1966,,K15T1/150827,K15T1
K15T1-150907,Uganda2014,K15T1,150907,27.08.2015,07.09.2015,GX.1998,GX.1989,GX.1966,,K15T1/150907,K15T1
K15T1-150914,Uganda2014,K15T1,150914,07.09.2015,14.09.2015,GX.1998,GX.1989,GX.1966,,K15T1/150914,K15T1
K15T2-140909,Uganda2014,K15T2,140909,08.09.2014,09.09.2014,GX.1998,GX.1989,GX.1967,,K15T2/140909,K15T2
K15T2-140923,Uganda2014,K15T2,140923,09.09.2014,23.09.2014,GX.1998,GX.1989,GX.1967,,K15T2/140923,K15T2
K15T2-141007,Uganda2014,K15T2,141007,23.09.2014,07.10.2014,GX.1998,GX.1989,GX.1967,,K15T2/141007,K15T2
K15T2-141020,Uganda2014,K15T2,141020,07.10.2014,20.10.2014,GX.1998,GX.1989,GX.1967,,K15T2/141020,K15T2
K15T2-141103,Uganda2014,K15T2,141103,20.10.2014,03.11.2014,GX.1998,GX.1989,GX.1967,,K15T2/141103,K15T2
K15T2-141117,Uganda2014,K15T2,141117,03.11.2014,17.11.2014,GX.1998,GX.1989,GX.1967,,K15T2/141117,K15T2
K15T2-141201,Uganda2014,K15T2,141201,17.11.2014,01.12.2014,GX.1998,GX.1989,GX.1967,,K15T2/141201,K15T2
K15T2-141215,Uganda2014,K15T2,141215,01.12.2014,15.12.2014,GX.1998,GX.1989,GX.1967,,K15T2/141215,K15T2
K15T2-141228,Uganda2014,K15T2,141228,15.12.2014,28.12.2014,GX.1998,GX.1989,GX.1967,,K15T2/141228,K15T2
K15T2-150112,Uganda2014,K15T2,150112,28.12.2014,12.01.2015,GX.1998,GX.1989,GX.1967,,K15T2/150112,K15T2
K15T2-150126,Uganda2014,K15T2,150126,12.01.2015,26.01.2015,GX.1998,GX.1989,GX.1967,,K15T2/150126,K15T2
K15T2-150209,Uganda2014,K15T2,150209,26.01.2015,09.02.2015,GX.1998,GX.1989,GX.1967,,K15T2/150209,K15T2
K15T2-150223,Uganda2014,K15T2,150223,09.02.2015,23.02.2015,GX.1998,GX.1989,GX.1967,,K15T2/150223,K15T2
K15T2-150309,Uganda2014,K15T2,150309,23.02.2015,09.03.2015,GX.1998,GX.1989,GX.1967,,K15T2/150309,K15T2
K15T2-150323,Uganda2014,K15T2,150323,09.03.2015,23.03.2015,GX.1998,GX.1989,GX.1967,,K15T2/150323,K15T2
K15T2-150406,Uganda2014,K15T2,150406,23.03.2015,06.04.2015,GX.1998,GX.1989,GX.1967,,K15T2/150406,K15T2
K15T2-150420,Uganda2014,K15T2,150420,06.04.2015,20.04.2015,GX.1998,GX.1989,GX.1967,,K15T2/150420,K15T2
K15T2-150504,Uganda2014,K15T2,150504,20.04.2015,04.05.2015,GX.1998,GX.1989,GX.1967,,K15T2/150504,K15T2
K15T2-150518,Uganda2014,K15T2,150518,04.05.2015,20.05.2015,GX.1998,GX.1989,GX.1967,,K15T2/150518,K15T2
K15T2-150601,Uganda2014,K15T2,150601,20.05.2015,01.06.2015,GX.1998,GX.1989,GX.1967,,K15T2/150601,K15T2
K15T2-150615,Uganda2014,K15T2,150615,01.06.2015,15.06.2015,GX.1998,GX.1989,GX.1967,,K15T2/150615,K15T2
K15T2-150629,Uganda2014,K15T2,150629,15.06.2015,29.06.2015,GX.1998,GX.1989,GX.1967,,K15T2/150629,K15T2
K15T2-150713,Uganda2014,K15T2,150713,29.06.2015,13.07.2015,GX.1998,GX.1989,GX.1967,,K15T2/150713,K15T2
K15T2-150727,Uganda2014,K15T2,150727,13.07.2015,27.07.2015,GX.1998,GX.1989,GX.1967,,K15T2/150727,K15T2
K15T2-150810,Uganda2014,K15T2,150810,27.07.2015,10.08.2015,GX.1998,GX.1989,GX.1967,,K15T2/150810,K15T2
K15T2-150827,Uganda2014,K15T2,150827,10.08.2015,27.08.2015,GX.1998,GX.1989,GX.1967,,K15T2/150827,K15T2
K15T2-150907,Uganda2014,K15T2,150907,27.08.2015,07.09.2015,GX.1998,GX.1989,GX.1967,,K15T2/150907,K15T2
K15T2-150914,Uganda2014,K15T2,150914,07.09.2015,14.09.2015,GX.1998,GX.1989,GX.1967,,K15T2/150914,K15T2
K15T3-140909,Uganda2014,K15T3,140909,08.09.2014,09.09.2014,GX.1998,GX.1989,GX.1968,,K15T3/140909,K15T3
K15T3-140923,Uganda2014,K15T3,140923,09.09.2014,23.09.2014,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/140923,K15T3
K15T3-140930,Uganda2014,K15T3,140930,23.09.2014,30.09.2014,GX.1998,GX.1989,GX.1968,,K15T3/140930,K15T3
K15T3-141007,Uganda2014,K15T3,141007,30.09.2014,07.10.2014,GX.1998,GX.1989,GX.1968,,K15T3/141007,K15T3
K15T3-141015,Uganda2014,K15T3,141015,07.10.2014,15.10.2014,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/141015,K15T3
K15T3-141020,Uganda2014,K15T3,141020,15.10.2014,20.10.2014,GX.1998,GX.1989,GX.1968,,K15T3/141020,K15T3
K15T3-141027,Uganda2014,K15T3,141027,20.10.2014,27.10.2014,GX.1998,GX.1989,GX.1968,,K15T3/141027,K15T3
K15T3-141103,Uganda2014,K15T3,141103,27.10.2014,03.11.2014,GX.1998,GX.1989,GX.1968,,K15T3/141103,K15T3
K15T3-141117,Uganda2014,K15T3,141117,03.11.2014,17.11.2014,GX.1998,GX.1989,GX.1968,,K15T3/141117,K15T3
K15T3-141201,Uganda2014,K15T3,141201,17.11.2014,01.12.2014,GX.1998,GX.1989,GX.1968,,K15T3/141201,K15T3
K15T3-141215,Uganda2014,K15T3,141215,01.12.2014,15.12.2014,GX.1998,GX.1989,GX.1968,,K15T3/141215,K15T3
K15T3-141228,Uganda2014,K15T3,141228,15.12.2014,28.12.2014,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/141228,K15T3
K15T3-150112,Uganda2014,K15T3,150112,28.12.2014,12.01.2015,GX.1998,GX.1989,GX.1968,,K15T3/150112,K15T3
K15T3-150126,Uganda2014,K15T3,150126,12.01.2015,26.01.2015,GX.1998,GX.1989,GX.1968,,K15T3/150126,K15T3
K15T3-150209,Uganda2014,K15T3,150209,26.01.2015,09.02.2015,GX.1998,GX.1989,GX.1968,,K15T3/150209,K15T3
K15T3-150223,Uganda2014,K15T3,150223,09.02.2015,23.02.2015,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/150223,K15T3
K15T3-150309,Uganda2014,K15T3,150309,23.02.2015,09.03.2015,GX.1998,GX.1989,GX.1968,,K15T3/150309,K15T3
K15T3-150323,Uganda2014,K15T3,150323,09.03.2015,23.03.2015,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/150323,K15T3
K15T3-150406,Uganda2014,K15T3,150406,23.03.2015,06.04.2015,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/150406,K15T3
K15T3-150420,Uganda2014,K15T3,150420,06.04.2015,20.04.2015,GX.1998,GX.1989,GX.1968,,K15T3/150420,K15T3
K15T3-150504,Uganda2014,K15T3,150504,20.04.2015,04.05.2015,GX.1998,GX.1989,GX.1968,,K15T3/150504,K15T3
K15T3-150518,Uganda2014,K15T3,150518,04.05.2015,20.05.2015,GX.1998,GX.1989,GX.1968,,K15T3/150518,K15T3
K15T3-150601,Uganda2014,K15T3,150601,20.05.2015,01.06.2015,GX.1998,GX.1989,GX.1968,,K15T3/150601,K15T3
K15T3-150615,Uganda2014,K15T3,150615,01.06.2015,15.06.2015,GX.1998,GX.1989,GX.1968,,K15T3/150615,K15T3
K15T3-150629,Uganda2014,K15T3,150629,15.06.2015,29.06.2015,GX.1998,GX.1989,GX.1968,,K15T3/150629,K15T3
K15T3-150713,Uganda2014,K15T3,150713,29.06.2015,13.07.2015,GX.1998,GX.1989,GX.1968,,K15T3/150713,K15T3
K15T3-150727,Uganda2014,K15T3,150727,13.07.2015,27.07.2015,GX.1998,GX.1989,GX.1968,,K15T3/150727,K15T3
K15T3-150810,Uganda2014,K15T3,150810,27.07.2015,10.08.2015,GX.1998,GX.1989,GX.1968,,K15T3/150810,K15T3
K15T3-150827,Uganda2014,K15T3,150827,10.08.2015,27.08.2015,GX.1998,GX.1989,GX.1968,GX.2010,K15T3/150827,K15T3
K15T3-150907,Uganda2014,K15T3,150907,27.08.2015,07.09.2015,GX.1998,GX.1989,GX.1968,,K15T3/150907,K15T3
K15T3-150914,Uganda2014,K15T3,150914,07.09.2015,14.09.2015,GX.1998,GX.1989,GX.1968,,K15T3/150914,K15T3
K15T4-140909,Uganda2014,K15T4,140909,08.09.2014,09.09.2014,GX.1998,GX.1989,GX.1969,,K15T4/140909,K15T4
K15T4-140923,Uganda2014,K15T4,140923,09.09.2014,23.09.2014,GX.1998,GX.1989,GX.1969,,K15T4/140923,K15T4
K15T4-141007,Uganda2014,K15T4,141007,23.09.2014,07.10.2014,GX.1998,GX.1989,GX.1969,,K15T4/141007,K15T4
K15T4-141020,Uganda2014,K15T4,141020,07.10.2014,20.10.2014,GX.1998,GX.1989,GX.1969,,K15T4/141020,K15T4
K15T4-141103,Uganda2014,K15T4,141103,20.10.2014,03.11.2014,GX.1998,GX.1989,GX.1969,,K15T4/141103,K15T4
K15T4-141117,Uganda2014,K15T4,141117,03.11.2014,17.11.2014,GX.1998,GX.1989,GX.1969,,K15T4/141117,K15T4
K15T4-141201,Uganda2014,K15T4,141201,17.11.2014,01.12.2014,GX.1998,GX.1989,GX.1969,,K15T4/141201,K15T4
K15T4-141215,Uganda2014,K15T4,141215,01.12.2014,15.12.2014,GX.1998,GX.1989,GX.1969,,K15T4/141215,K15T4
K15T4-141228,Uganda2014,K15T4,141228,15.12.2014,28.12.2014,GX.1998,GX.1989,GX.1969,,K15T4/141228,K15T4
K15T4-150112,Uganda2014,K15T4,150112,28.12.2014,12.01.2015,GX.1998,GX.1989,GX.1969,,K15T4/150112,K15T4
K15T4-150126,Uganda2014,K15T4,150126,12.01.2015,26.01.2015,GX.1998,GX.1989,GX.1969,,K15T4/150126,K15T4
K15T4-150209,Uganda2014,K15T4,150209,26.01.2015,09.02.2015,GX.1998,GX.1989,GX.1969,,K15T4/150209,K15T4
K15T4-150223,Uganda2014,K15T4,150223,09.02.2015,23.02.2015,GX.1998,GX.1989,GX.1969,,K15T4/150223,K15T4
K15T4-150310,Uganda2014,K15T4,150310,23.02.2015,09.03.2015,GX.1998,GX.1989,GX.1969,,K15T4/150310,K15T4
K15T4-150323,Uganda2014,K15T4,150323,09.03.2015,23.03.2015,GX.1998,GX.1989,GX.1969,,K15T4/150323,K15T4
K15T4-150406,Uganda2014,K15T4,150406,23.03.2015,06.04.2015,GX.1998,GX.1989,GX.1969,,K15T4/150406,K15T4
K15T4-150420,Uganda2014,K15T4,150420,06.04.2015,20.04.2015,GX.1998,GX.1989,GX.1969,,K15T4/150420,K15T4
K15T4-150504,Uganda2014,K15T4,150504,20.04.2015,04.05.2015,GX.1998,GX.1989,GX.1969,,K15T4/150504,K15T4
K15T4-150518,Uganda2014,K15T4,150518,04.05.2015,20.05.2015,GX.1998,GX.1989,GX.1969,,K15T4/150518,K15T4
K15T4-150601,Uganda2014,K15T4,150601,20.05.2015,01.06.2015,GX.1998,GX.1989,GX.1969,,K15T4/150601,K15T4
K15T4-150615,Uganda2014,K15T4,150615,01.06.2015,15.06.2015,GX.1998,GX.1989,GX.1969,,K15T4/150615,K15T4
K15T4-150629,Uganda2014,K15T4,150629,15.06.2015,29.06.2015,GX.1998,GX.1989,GX.1969,,K15T4/150629,K15T4
K15T4-150713,Uganda2014,K15T4,150713,29.06.2015,13.07.2015,GX.1998,GX.1989,GX.1969,,K15T4/150713,K15T4
K15T4-150727,Uganda2014,K15T4,150727,13.07.2015,27.07.2015,GX.1998,GX.1989,GX.1969,,K15T4/150727,K15T4
K15T4-150810,Uganda2014,K15T4,150810,27.07.2015,10.08.2015,GX.1998,GX.1989,GX.1969,,K15T4/150810,K15T4
K15T4-150827,Uganda2014,K15T4,150827,10.08.2015,27.08.2015,GX.1998,GX.1989,GX.1969,,K15T4/150827,K15T4
K15T4-150907,Uganda2014,K15T4,150907,27.08.2015,07.09.2015,GX.1998,GX.1989,GX.1969,,K15T4/150907,K15T4
K15T4-150914,Uganda2014,K15T4,150914,07.09.2015,14.09.2015,GX.1998,GX.1989,GX.1969,,K15T4/150914,K15T4
K30ST1-141022,Uganda2014,K30ST1,141022,14.10.2014,22.10.2014,GX.1998,GX.1985,GX.1954,,K30ST1/141022,K30ST1
K30ST1-141104,Uganda2014,K30ST1,141104,22.10.2014,04.11.2014,GX.1998,GX.1985,GX.1954,,K30ST1/141104,K30ST1
K30ST2-141022,Uganda2014,K30ST2,141022,14.10.2014,22.10.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141022,K30ST2
K30ST2-141104,Uganda2014,K30ST2,141104,22.10.2014,04.11.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141104,K30ST2
K30ST2-141118,Uganda2014,K30ST2,141118,04.11.2014,18.11.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141118,K30ST2
K30ST2-141202,Uganda2014,K30ST2,141202,18.11.2014,02.12.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141202,K30ST2
K30ST2-141215,Uganda2014,K30ST2,141215,02.12.2014,15.12.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141215,K30ST2
K30ST2-141226,Uganda2014,K30ST2,141226,15.12.2014,26.12.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141226,K30ST2
K30ST2-141229,Uganda2014,K30ST2,141229,26.12.2014,29.12.2014,GX.1998,GX.1985,GX.1955,,K30ST2/141229,K30ST2
K30ST2-150113,Uganda2014,K30ST2,150113,29.12.2014,13.01.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150113,K30ST2
K30ST2-150127,Uganda2014,K30ST2,150127,13.01.2015,27.01.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150127,K30ST2
K30ST2-150210,Uganda2014,K30ST2,150210,27.01.2015,10.02.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150210,K30ST2
K30ST2-150224,Uganda2014,K30ST2,150224,10.02.2015,24.02.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150224,K30ST2
K30ST2-150310,Uganda2014,K30ST2,150310,24.02.2015,10.03.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150310,K30ST2
K30ST2-150324,Uganda2014,K30ST2,150324,10.03.2015,24.03.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150324,K30ST2
K30ST2-150407,Uganda2014,K30ST2,150407,24.03.2015,07.04.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150407,K30ST2
K30ST2-150422,Uganda2014,K30ST2,150422,07.04.2015,22.04.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150422,K30ST2
K30ST2-150505,Uganda2014,K30ST2,150505,22.04.2015,05.05.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150505,K30ST2
K30ST2-150519,Uganda2014,K30ST2,150519,05.05.2015,19.05.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150519,K30ST2
K30ST2-150602,Uganda2014,K30ST2,150602,19.05.2015,02.06.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150602,K30ST2
K30ST2-150617,Uganda2014,K30ST2,150617,02.06.2015,17.06.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150617,K30ST2
K30ST2-150630,Uganda2014,K30ST2,150630,17.06.2015,30.06.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150630,K30ST2
K30ST2-150714,Uganda2014,K30ST2,150714,30.06.2015,14.07.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150714,K30ST2
K30ST2-150728,Uganda2014,K30ST2,150728,14.07.2015,28.07.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150728,K30ST2
K30ST2-150811,Uganda2014,K30ST2,150811,28.07.2015,11.08.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150811,K30ST2
K30ST2-150825,Uganda2014,K30ST2,150825,11.08.2015,25.08.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150825,K30ST2
K30ST2-150911,Uganda2014,K30ST2,150911,25.08.2015,11.09.2015,GX.1998,GX.1985,GX.1955,,K30ST2/150911,K30ST2
K30ST3-141022,Uganda2014,K30ST3,141022,14.10.2014,22.10.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141022,K30ST3
K30ST3-141104,Uganda2014,K30ST3,141104,22.10.2014,04.11.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141104,K30ST3
K30ST3-141118,Uganda2014,K30ST3,141118,04.11.2014,18.11.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141118,K30ST3
K30ST3-141202,Uganda2014,K30ST3,141202,18.11.2014,02.12.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141202,K30ST3
K30ST3-141215,Uganda2014,K30ST3,141215,02.12.2014,15.12.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141215,K30ST3
K30ST3-141226,Uganda2014,K30ST3,141226,15.12.2014,26.12.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141226,K30ST3
K30ST3-141229,Uganda2014,K30ST3,141229,26.12.2014,29.12.2014,GX.1998,GX.1985,GX.1956,,K30ST3/141229,K30ST3
K30ST3-150113,Uganda2014,K30ST3,150113,29.12.2014,13.01.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150113,K30ST3
K30ST3-150127,Uganda2014,K30ST3,150127,13.01.2015,27.01.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150127,K30ST3
K30ST3-150210,Uganda2014,K30ST3,150210,27.01.2015,10.02.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150210,K30ST3
K30ST3-150224,Uganda2014,K30ST3,150224,10.02.2015,24.02.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150224,K30ST3
K30ST3-150310,Uganda2014,K30ST3,150310,24.02.2015,10.03.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150310,K30ST3
K30ST3-150324,Uganda2014,K30ST3,150324,10.03.2015,24.03.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150324,K30ST3
K30ST3-150407,Uganda2014,K30ST3,150407,24.03.2015,07.04.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150407,K30ST3
K30ST3-150422,Uganda2014,K30ST3,150422,07.04.2015,22.04.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150422,K30ST3
K30ST3-150505,Uganda2014,K30ST3,150505,22.04.2015,05.05.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150505,K30ST3
K30ST3-150519,Uganda2014,K30ST3,150519,05.05.2015,19.05.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150519,K30ST3
K30ST3-150602,Uganda2014,K30ST3,150602,19.05.2015,02.06.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150602,K30ST3
K30ST3-150617,Uganda2014,K30ST3,150617,02.06.2015,17.06.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150617,K30ST3
K30ST3-150630,Uganda2014,K30ST3,150630,17.06.2015,30.06.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150630,K30ST3
K30ST3-150714,Uganda2014,K30ST3,150714,30.06.2015,14.07.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150714,K30ST3
K30ST3-150728,Uganda2014,K30ST3,150728,14.07.2015,28.07.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150728,K30ST3
K30ST3-150811,Uganda2014,K30ST3,150811,28.07.2015,11.08.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150811,K30ST3
K30ST3-150825,Uganda2014,K30ST3,150825,11.08.2015,25.08.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150825,K30ST3
K30ST3-150911,Uganda2014,K30ST3,150911,25.08.2015,11.09.2015,GX.1998,GX.1985,GX.1956,,K30ST3/150911,K30ST3
K30ST4-141202,Uganda2014,K30ST4,141202,18.11.2014,02.12.2014,GX.1998,GX.1985,GX.1954,,K30ST4/141202,K30ST4
K30ST4-141215,Uganda2014,K30ST4,141215,02.12.2014,15.12.2014,GX.1998,GX.1985,GX.1954,,K30ST4/141215,K30ST4
K30ST4-141226,Uganda2014,K30ST4,141226,15.12.2014,26.12.2014,GX.1998,GX.1985,GX.1954,,K30ST4/141226,K30ST4
K30ST4-141229,Uganda2014,K30ST4,141229,26.12.2014,29.12.2014,GX.1998,GX.1985,GX.1954,,K30ST4/141229,K30ST4
K30ST4-150113,Uganda2014,K30ST4,150113,29.12.2014,13.01.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150113,K30ST4
K30ST4-150127,Uganda2014,K30ST4,150127,13.01.2015,27.01.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150127,K30ST4
K30ST4-150210,Uganda2014,K30ST4,150210,27.01.2015,10.02.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150210,K30ST4
K30ST4-150224,Uganda2014,K30ST4,150224,10.02.2015,24.02.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150224,K30ST4
K30ST4-150310,Uganda2014,K30ST4,150310,24.02.2015,10.03.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150310,K30ST4
K30ST4-150324,Uganda2014,K30ST4,150324,10.03.2015,24.03.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150324,K30ST4
K30ST4-150407,Uganda2014,K30ST4,150407,24.03.2015,07.04.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150407,K30ST4
K30ST4-150422,Uganda2014,K30ST4,150422,07.04.2015,22.04.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150422,K30ST4
K30ST4-150505,Uganda2014,K30ST4,150505,22.04.2015,05.05.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150505,K30ST4
K30ST4-150519,Uganda2014,K30ST4,150519,05.05.2015,19.05.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150519,K30ST4
K30ST4-150602,Uganda2014,K30ST4,150602,19.05.2015,02.06.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150602,K30ST4
K30ST4-150617,Uganda2014,K30ST4,150617,02.06.2015,17.06.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150617,K30ST4
K30ST4-150630,Uganda2014,K30ST4,150630,17.06.2015,30.06.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150630,K30ST4
K30ST4-150714,Uganda2014,K30ST4,150714,30.06.2015,14.07.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150714,K30ST4
K30ST4-150728,Uganda2014,K30ST4,150728,14.07.2015,28.07.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150728,K30ST4
K30ST4-150811,Uganda2014,K30ST4,150811,28.07.2015,11.08.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150811,K30ST4
K30ST4-150825,Uganda2014,K30ST4,150825,11.08.2015,25.08.2015,GX.1998,GX.1985,GX.1954,,K30ST4/150825,K30ST4
